CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
37737916107148,0634880,09439,Active,San Diego,San Marcos Unified,Knob Hill Elementary,1825 Knob Hill Road,1825 Knob Hill Rd.,San Marcos,92069-3301,CA,1825 Knob Hill Road,1825 Knob Hill Rd.,San Marcos,92069-3301,CA,(760) 290-2080,No Data,(760) 741-7843,No Data,http://www.smusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.139633,-117.11971,Dan,Trujillo,dan.trujillo@smusd.org,44056
37737916108872,0634880,10068,Active,San Diego,San Marcos Unified,Paloma Elementary,660 Camino Magnifico,660 Camino Magnifico,San Marcos,92069-7323,CA,660 Camino Magnifico,660 Camino Magnifico,San Marcos,92069-7323,CA,(760) 290-2199,No Data,(760) 736-2212,No Data,http://www.smusd.org,33120,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.159796,-117.18482,Dana,Spencer,dana.spencer@smusd.org,44056
37737916114169,0634880,07353,Active,San Diego,San Marcos Unified,Discovery Elementary,730 Applewilde Drive,730 Applewilde Dr.,San Marcos,92078-4969,CA,730 Applewilde Drive,730 Applewilde Dr.,San Marcos,92078-4969,CA,(760) 290-2077,No Data,(760) 744-8847,No Data,http://www.smusd.org,35618,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.129296,-117.19050,Daphne,Eby,daphne.eby@smusd.org,44056
37737916115349,0634880,07719,Active,San Diego,San Marcos Unified,Twin Oaks Elementary,1 Cassou Road,1 Cassou Rd.,San Marcos,92069-9831,CA,1 Cassou Road,1 Cassou Rd.,San Marcos,92069-9831,CA,(760) 290-2588,No Data,(760) 752-3155,No Data,http://www.smusd.org,35983,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.178528,-117.15544,Carmen,Madrigal,carmen.madrigal@smusd.org,44490
37737916116206,0634880,08314,Active,San Diego,San Marcos Unified,Carrillo Elementary,2875 Poinsettia Lane,2875 Poinsettia Ln.,Carlsbad,92009-3041,CA,2875 Poinsettia Lane,2875 Poinsettia Ln.,Carlsbad,92009-3041,CA,(760) 290-2900,No Data,(760) 736-2203,No Data,http://www.smusd.org,36342,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.119466,-117.24190,Gary,Pope,gary.pope@smusd.org,44056
37745260000000,0600138,No Data,Active,San Diego,San Diego County ROP,No Data,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111,CA,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111,CA,(858) 292-3514,No Data,No Data,randolph.ward@scoe.net,http://www.sdcoe.net,No Data,No Data,No Data,No Data,No Data,98,Regional Occupation Center/Program (ROC/P),No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.771468,-117.17930,Randolph,Ward,randolph.ward@sdcoe.net,41457
37745263790029,0600138,11406,Active,San Diego,San Diego County ROP,San Diego County ROP,"6401 Linda Vista Road, Room 408","6401 Linda Vista Rd., Rm. 408",San Diego,92111-7319,CA,"6401 Linda Vista Road, Room 408","6401 Linda Vista Rd., Rm. 408",San Diego,92111-7319,CA,(858) 292-3500,No Data,(858) 268-9726,randolph.ward@sdcoe.net,http://www.sdcoe.net,29403,No Data,N,No Data,No Data,98,Regional Occupation Center/Program (ROC/P),98,ROC/ROP,ROP,ROP,UG,Ungraded,9-Adult,No Data,No Data,No Data,N,No Data,32.771468,-117.17930,Steve,Pinning,spinning@sdcoe.net,42087
37754160000000,0600042,No Data,Active,San Diego,Warner Unified,No Data,30951 Highway 79,30951 Highway 79,Warner Springs,92086-0008,CA,PO Box 8,PO Box 8,Warner Springs,92086-0008,CA,(760) 782-3517,No Data,(760) 782-9117,No Data,http://www.warnerusd.net,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,33.292294,-116.68489,David,MacLeod,david.macleod@warnerusd.net,43557
37754160122796,0600042,12735,Active,San Diego,Warner Unified,All Tribes Elementary Charter,"34320 Valley Center Road, Suite B","34320 Valley Center Rd., Ste. B",Valley Center,92082-6046,CA,"34320 Valley Center Road, Suite B","34320 Valley Center Rd., Ste. B",Valley Center,92082-6046,CA,(760) 749-4375,No Data,(760) 749-4153,alltribeselem@aol.com,No Data,40428,No Data,Y,1262,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,0601521,33.277583,-116.95371,Mary Ann,Donohue,alltribeselem@aol.com,43509
37754160132472,0600042,13918,Active,San Diego,Warner Unified,California Pacific Charter - San Diego,4101 Birch Street Suite 150,4101 Birch St. Ste. 150,Newport Beach,92660-2221,CA,4101 Birch Street Suite 150,4101 Birch St. Ste. 150,Newport Beach,92660-2221,CA,(855) 225-7227,No Data,(888) 769-1750,cfeher@cal-pacs.org,http://www.cal-pacs.org,42193,No Data,Y,1758,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,F,N,N,0602328,33.666000,-117.86982,Christine,Feher,cfeher@cal-pacs.org,44504
37754160138651,0600042,14433,Active,San Diego,Warner Unified,San Diego Mission Academy,9512 Chesapeake Drive,9512 Chesapeake Dr.,San Diego,92123-1305,CA,9512 Chesapeake Drive Suite 402,9512 Chesapeake Dr. Ste. 402,San Diego,92123-1305,CA,(833) 772-5106,No Data,(818) 485-2245,principal@sdmissionacademy.org,http://sdmissionacademy.org,43647,No Data,Y,2020,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,F,N,Y,0602294,32.835904,-117.12397,Jenna,Unis,principal@sdmissionacademy.org,44503
37754160139378,0600042,14436,Active,San Diego,Warner Unified,Sage Oak Charter School - South,1473 Ford Street Suite #105,1473 Ford St. Ste. #105,Redlands,92373-3913,CA,1473 Ford Street Suite #105,1473 Ford St. Ste. #105,Redlands,92373-3913,CA,(888) 435-4445,No Data,(888) 241-6118,kwoodgrift@sageoak.education,http://www.sageoak.education,43647,No Data,Y,2051,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,N,0602505,34.038346,-117.15383,Krista,Woodgrift,kwoodgrift@sageoak.education,44056
37754160139386,0600042,14435,Active,San Diego,Warner Unified,Excel Academy Charter,"1 Technology Drive Building I, Suite 811","1 Technology Dr. Bldg. I, Ste. 811",Irvine,92618-2339,CA,"1 Technology Drive Building I, Suite 811","1 Technology Dr. Bldg. I, Ste. 811",Irvine,92618-2339,CA,(949) 387-7822,No Data,(949) 209-2689,hgasca@excelacademy.education,http://www.excelacademy.education,43647,No Data,Y,2053,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,0602500,33.647447,-117.73468,Heidi,Gasca,hgasca@excelacademy.education,44504
37754160139451,0600042,14406,Active,San Diego,Warner Unified,Pathways Academy Charter - Adult Education,100 East San Marcos Boulevard Suite 350,100 East San Marcos Blvd. Ste. 350,San Marcos,92069-2986,CA,100 East San Marcos Boulevard Suite 350,100 East San Marcos Blvd. Ste. 350,San Marcos,92069-2986,CA,(949) 225-7227,No Data,(888) 769-1750,jluedtke@pathwaysacademy.education,http://www.pathwaysadulteducation.org,43647,No Data,Y,2052,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,12,F,N,Y,0602491,33.141522,-117.16245,Jarom,Luedtke,jluedtke@pathwaysacademy.education,44504
37754163730975,0600042,05341,Active,San Diego,Warner Unified,Warner Junior/Senior High,30951 Highway 79,30951 Highway 79,Warner Springs,92086,CA,PO Box 8,PO Box 8,Warner Springs,92086,CA,(760) 782-3517,No Data,(760) 782-0605,No Data,http://www.warnerusd.net,34881,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,7-12,7-12,N,N,N,No Data,33.292294,-116.68489,David,MacLeod,david.macleod@warnerusd.net,44056
37754163731015,0600042,06527,Active,San Diego,Warner Unified,San Jose Valley Continuation High,30951 Highway 79,30951 Highway 79,Warner Springs,92086,CA,PO Box 8,PO Box 8,Warner Springs,92086,CA,(760) 782-3517,No Data,(760) 782-9117,No Data,No Data,35311,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10,N,N,N,No Data,33.292294,-116.68489,David,MacLeod,david.macleod@warnerusd.net,42881
37754166040661,0600042,06844,Active,San Diego,Warner Unified,Warner Elementary,30951 Highway 79,30951 Highway 79,Warner Springs,92086-0008,CA,PO Box 8,PO Box 8,Warner Springs,92086-0008,CA,(760) 782-3517,No Data,(760) 782-9117,No Data,http://www.warnerusd.net,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,33.346655,-116.73027,David,MacLeod,david.macleod@warnerusd.net,44056
37754166119275,0600042,10387,Active,San Diego,Warner Unified,All Tribes Charter,34320 Valley Center Road,34320 Valley Center Rd.,Valley Center,92082-6046,CA,PO Box 1432,PO Box 1432,Valley Center,92082-1432,CA,(760) 749-5982,No Data,(760) 749-4153,ataics@aol.com,http://www.alltribescharter.net,37107,No Data,Y,1057,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,N,0601989,33.277583,-116.95371,Mary,Donohue,ataics@aol.com,43509
37756140000000,0600069,No Data,Active,San Diego,Valley Center-Pauma Unified,No Data,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082-6599,CA,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082-6599,CA,(760) 749-0464,No Data,(760) 749-1208,No Data,http://www.vcpusd.k12.ca.us,No Data,No Data,No Data,No Data,No Data,54,Unified School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,33.236463,-117.02251,Ron,McCowan,mccowan.ro@vcpusd.org,43696
37756140100511,0600069,11158,Active,San Diego,Valley Center-Pauma Unified,Lilac,30109 Lilac Road,30109 Lilac Rd.,Valley Center,92082-3318,CA,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082,CA,(760) 751-1042,No Data,(760) 751-7407,bitar.ma@vcpusd.org,http://lilac.vcpusd.org,37866,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.256624,-117.06917,Maysa,Bitar,bitar.ma@vcpusd.org,44453
37756143731114,0600069,08607,Active,San Diego,Valley Center-Pauma Unified,Valley Center High,31322 Cole Grade Road,31322 Cole Grade Rd.,Valley Center,92082-3867,CA,31322 Cole Grade Road,31322 Cole Grade Rd.,Valley Center,92082-3867,CA,(760) 751-5500,No Data,(760) 751-5509,No Data,http://vchs.vcpusd.org,36708,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,No Data,33.279829,-117.02379,Mark,Hailwood,hailwood.ma@vcpusd.k12.ca.us,44056
37756143731312,0600069,08608,Active,San Diego,Valley Center-Pauma Unified,Oak Glen High,14172 West Oak Glen Road,14172 West Oak Glen Rd.,Valley Center,92082-4123,CA,14172 West Oak Glen Road,14172 West Oak Glen Rd.,Valley Center,92082-4123,CA,(760) 751-0455,No Data,(760) 749-0767,No Data,http://oghs.vcpusd.org,36774,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,N,N,No Data,33.282007,-117.02401,Alicia,Graeff,graeff.al@vcpusd.org,44453
37756143731338,0600069,13514,Active,San Diego,Valley Center-Pauma Unified,Valley Center-Pauma Adult,31322 Cole Grade Road,31322 Cole Grade Rd.,Valley Center,92082,CA,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082,CA,(760) 751-4286,No Data,(760) 749-0170,No Data,No Data,36781,No Data,N,No Data,No Data,54,Unified School District,70,Adult Education Centers,TRAD,Traditional,HS,High School,9-12,No Data,N,No Data,N,No Data,33.280020,-117.02398,Alicia,Graeff,graeff.al@vcpusd.org,44453
37756143731601,0600069,10646,Active,San Diego,Valley Center-Pauma Unified,Valley Center Prep,28751-U Cole Grade Road,28751-U Cole Grade Rd.,Valley Center,92082,CA,28751-U Cole Grade Road,28751-U Cole Grade Rd.,Valley Center,92082,CA,(760) 751-0455,No Data,(760) 749-0767,No Data,http://vcprep.vcpusd.org,37502,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,No Data,33.236018,-117.02144,Alicia,Graeff,graeff.al@vcpusd.org,44453
37756146038962,0600069,08610,Active,San Diego,Valley Center-Pauma Unified,Pauma Elementary,33158 Cole Grade Road,33158 Cole Grade Rd.,Pauma Valley,92061-9578,CA,PO Box 409,PO Box 409,Pauma Valley,92061,CA,(760) 742-3741,No Data,(760) 742-1214,No Data,http://pauma.vcpusd.org,36708,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,No Data,33.315897,-116.99873,Dominic,Camacho,camacho.do@vcpusd.org,44453
37756146093272,0600069,08612,Active,San Diego,Valley Center-Pauma Unified,Valley Center Middle,28102 North Lake Wohlford Road,28102 North Lake Wohlford Rd.,Valley Center,92082-6740,CA,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082,CA,(760) 751-4295,No Data,(760) 751-4259,No Data,http://vcms.vcpusd.org,36708,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,33.224381,-116.97567,Leiani,Osugi,osugi.le@vcpusd.org,44453
37756146106124,0600069,08613,Active,San Diego,Valley Center-Pauma Unified,Valley Center Primary,14249 Fruitvale Road,14249 Fruitvale Rd.,Valley Center,92082-5907,CA,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082,CA,(760) 749-8282,No Data,(760) 751-2654,No Data,http://vcps.vcpusd.org,36708,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-2,K-2,N,N,N,No Data,33.239526,-117.02157,Jameson,Rienick,rienick.ja@vcpusd.org,43698
37756146112494,0600069,08614,Active,San Diego,Valley Center-Pauma Unified,Valley Center Elementary,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082-6575,CA,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082-6575,CA,(760) 749-1631,No Data,(760) 749-5501,No Data,http://vceus.vcpusd.org,36708,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,3-5,3-5,N,N,N,No Data,33.234769,-117.02397,Stephanie,McEntire,mcentire.st@vcpusd.org,43698
37764710000000,0601322,No Data,Active,San Diego,SBC - High Tech High,No Data,2861 Womble Road,2861 Womble Rd.,San Diego,92106-6025,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106-6025,CA,(619) 243-5014,No Data,(619) 243-5050,jclark@hightechhigh.org,http://www.hightechhigh.org,No Data,No Data,No Data,No Data,No Data,03,Statewide Benefit Charter,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.735144,-117.21734,Kaleb,Rashad,krashad@hightechhigh.org,44566
37764710114678,0601322,12083,Active,San Diego,SBC - High Tech High,High Tech High Chula Vista,1945 Discovery Falls Drive,1945 Discovery Falls Dr.,Chula Vista,91915-2037,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106-6025,CA,(619) 591-2500,No Data,(619) 591-2503,jclark@hightechhigh.org,http://www.hightechhigh.org,39321,No Data,Y,0756,Directly funded,03,Statewide Benefit Charter,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,0602061,32.622230,-116.95962,Edrick,Macalaguim,emacalaguim@hightechhigh.org,44572
37764710114694,0601322,12064,Active,San Diego,SBC - High Tech High,High Tech High North County,1420 San Marcos Boulevard,1420 San Marcos Blvd.,San Marcos,92078-4017,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106-6025,CA,(760) 759-2700,No Data,(619) 243-5050,jclark@hightechhigh.org,http://www.hightechhigh.org,39335,No Data,Y,0756,Directly funded,03,Statewide Benefit Charter,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,0601818,33.131486,-117.20153,Joseph,Davidson,jdavidson@hightechhigh.org,44572
37764710119271,0601322,12388,Active,San Diego,SBC - High Tech High,High Tech Middle North County,1460 West San Marcos Boulevard,1460 West San Marcos Blvd.,San Marcos,92078-4017,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106-6025,CA,(760) 759-2750,No Data,(760) 759-2779,jclark@hightechhigh.org,http://www.hightechhigh.org,40056,No Data,Y,0756,Directly funded,03,Statewide Benefit Charter,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,0601622,33.131433,-117.20232,Kelly,Jacob,kjacob@hightechhigh.org,44572
37764710123042,0601322,12642,Active,San Diego,SBC - High Tech High,High Tech Middle Chula Vista,1949 Discovery Falls Drive,1949 Discovery Falls Dr.,Chula Vista,91915-2037,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106-6025,CA,(619) 591-2530,No Data,(619) 591-2533,jclark@hightechhigh.org,http://www.hightechhigh.org,40792,No Data,Y,0756,Directly funded,03,Statewide Benefit Charter,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,0601800,32.619241,-116.95858,Rod,Buenviaje,rbuenviaje@hightechhigh.org,44572
37764710123059,0601322,12726,Active,San Diego,SBC - High Tech High,High Tech Elementary Chula Vista,1949 Discovery Falls Drive,1949 Discovery Falls Dr.,Chula Vista,91915-2037,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106-6025,CA,(619) 591-2550,5084,(619) 591-2553,jclark@hightechhigh.org,http://www.hightechhigh.org,40792,No Data,Y,0756,Directly funded,03,Statewide Benefit Charter,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,0602097,32.619241,-116.95858,Marquita,Griffith,mgriffith@hightechhigh.org,44572
37764710127605,0601322,13517,Active,San Diego,SBC - High Tech High,High Tech Elementary North County,1480 West San Marcos Boulevard,1480 West San Marcos Blvd.,San Marcos,92078-4017,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106,CA,(760) 759-2785,No Data,(760) 759-2788,jclark@hightechhigh.org,http://www.hightechhigh.org,41512,No Data,Y,0756,Directly funded,03,Statewide Benefit Charter,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,0602431,33.131439,-117.20377,Shelley,Glenn Lee,sglennlee@hightechhigh.org,44572
37764710137067,0601322,14220,Active,San Diego,SBC - High Tech High,High Tech High Mesa,5331 Mount Alifan,5331 Mt. Alifan,San Diego,92111-2622,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106,CA,(619) 795-1810,No Data,(619) 795-1811,jclark@hightechhigh.org,http://www.hightechhigh.org,43339,No Data,Y,0756,Directly funded,03,Statewide Benefit Charter,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-11,N,N,N,0602341,32.815661,-117.18079,Brett,Peterson,bpeterson@hightechhigh.org,44056
37764710138768,0601322,14427,Active,San Diego,SBC - High Tech High,High Tech Middle Mesa,5331 Mount Alifan Drive Building 400,5331 Mt. Alifan Dr. Bldg. 400,San Diego,92111-2622,CA,2861 Womble Road Building 400,2861 Womble Rd. Bldg. 400,San Diego,92106,CA,(619) 510-4600,No Data,(619) 510-4601,jclark@hightechhigh.org,http://www.hightechhigh.org,43703,No Data,Y,0756,Directly funded,03,Statewide Benefit Charter,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-7,N,N,N,0602232,32.815661,-117.18079,Juliet,Mohnkern,jmohnkern@hightechhigh.org,44572
37764710138776,0601322,14415,Active,San Diego,SBC - High Tech High,High Tech Elementary Mesa,5331 Mount Alifan Drive Building 200,5331 Mt. Alifan Dr. Bldg. 200,San Diego,92111-2622,CA,2861 Womble Road Building 200,2861 Womble Rd. Bldg. 200,San Diego,92106,CA,(619) 510-4620,No Data,(619) 510-4621,jclark@hightechhigh.org,http://www.hightechhigh.org,43703,No Data,Y,0756,Directly funded,03,Statewide Benefit Charter,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-3,N,N,N,0602049,32.815661,-117.18079,Monique,Knight,mknight@hightechhigh.org,44572
